cntlog,patternTrace,checkMarker,encCurrentN,encTotalN,angleSensor,gyroVal_X,gyroVal_Y,gyroVal_Z,angle_X,angle_Y,angle_Z,
1140,11,0,90,112318,1100,1200,-220,-4470,50,-20,-1330,
1150,11,0,122,113387,1100,-610,380,-6040,50,-20,-1390,
1160,11,0,100,114418,800,-570,-70,-6390,40,-20,-1460,
1170,11,0,119,115459,600,70,-370,-7550,50,-20,-1550,
1180,11,0,99,116585,600,670,530,-7730,50,-20,-1630,
1190,11,0,105,117578,200,1450,30,-8590,60,-20,-1730,
1200,11,0,99,118692,-400,560,-130,-9210,70,-20,-1830,
1210,11,0,84,119680,-900,-120,-110,-7160,60,-20,-1920,
1220,11,0,66,120581,-1300,-130,-20,-5100,60,-20,-1980,
1230,11,0,88,121806,-1000,1010,-30,-380,70,-20,-2000,
1240,11,0,108,122882,-600,690,-30,550,70,-30,-2000,
1250,11,0,97,123806,0,-310,-170,1030,70,-30,-1990,
1260,11,0,99,124889,0,-410,920,450,70,-20,-1980,
1270,11,0,101,126022,100,600,-240,-310,70,-20,-1980,
1280,11,0,100,127045,0,110,-240,-1060,70,-20,-1990,
1290,11,0,101,128048,100,10,480,-960,70,-20,-2000,
1300,11,0,104,129083,0,-440,240,-690,70,-20,-2010,
1310,11,0,108,130149,-100,-550,-20,-650,70,-20,-2020,
1320,11,0,111,131241,-200,390,-20,70,70,-20,-2020,
1330,11,0,114,132853,-100,540,0,870,70,-20,-2010,
1340,11,0,111,134109,-100,560,-190,740,80,-20,-2000,
1350,11,0,107,135356,0,450,300,1160,90,-20,-1990,
1360,11,0,109,136440,1600,-330,270,470,80,-20,-1990,
1370,11,0,114,137522,100,550,0,710,90,-20,-1980,
1380,11,0,113,138602,200,290,-20,-350,90,-20,-1980,
1390,11,0,111,139679,100,350,180,-960,90,-20,-1990,
1400,11,0,107,140782,100,-320,0,-1370,80,-20,-2000,
1410,11,0,111,141894,-100,-150,30,-1150,80,-20,-2010,
1420,11,0,119,143049,-200,-910,0,-1240,70,-20,-2030,
1430,11,0,121,144499,-100,340,110,470,60,-20,-2030,
1440,11,0,125,145700,-100,1420,220,520,70,-20,-2020,
1450,11,0,106,146861,-100,420,70,760,80,-20,-2020,
1460,11,0,123,147976,-500,1030,-160,790,90,-20,-2010,
1470,11,0,118,149199,-100,-160,-50,-540,80,-20,-2020,
1480,11,0,117,150441,-100,450,-10,-90,90,-20,-2020,
1490,11,0,115,151685,-100,340,40,170,80,-20,-2020,
1500,11,0,105,152971,-100,1320,-180,120,90,-20,-2020,
1510,11,0,112,154104,0,50,430,250,100,-20,-2010,
1520,11,0,116,155576,100,-1250,-150,280,90,-20,-2010,
1530,11,0,109,156868,0,1270,-480,70,100,-20,-2010,
1540,11,0,111,157995,0,550,350,70,110,-20,-2010,
1550,11,0,111,159142,500,-520,110,100,100,-20,-2010,
1560,11,0,113,160302,3800,-260,160,50,100,-20,-2010,
1570,11,0,123,161322,0,1220,150,100,110,-20,-2010,
1580,11,0,113,162443,0,-510,420,-70,110,-10,-2010,
1590,11,0,113,163596,100,-270,140,260,100,-10,-2010,
1600,11,3,109,164745,100,-360,0,-70,100,-10,-2010,
1610,11,0,111,165977,0,-340,220,-50,100,-10,-2010,
1620,11,0,111,167582,0,260,-140,-170,100,-10,-2010,
1630,11,0,112,168907,-100,-330,320,-450,100,-10,-2020,
1640,11,0,114,170212,-100,-50,40,-190,100,-10,-2020,
1650,11,0,108,171321,-100,-460,20,240,100,-10,-2020,
1660,11,0,127,172448,100,-240,10,80,100,-10,-2020,
1670,11,0,109,173571,-100,-480,130,110,90,-10,-2010,
1680,11,0,116,174710,100,-210,-110,50,90,-10,-2010,
1690,11,0,125,175862,500,-160,0,-360,80,-10,-2020,
1700,11,0,116,176989,900,-130,60,-1880,90,-10,-2040,
1710,11,0,96,178067,1200,480,210,-4060,90,-10,-2080,
1720,11,0,113,179316,1200,-260,-10,-7130,90,-10,-2150,
1730,11,0,123,180410,900,620,40,-9470,90,-10,-2250,
1740,11,0,107,181550,500,-130,-350,-9960,90,-10,-2360,
1750,11,0,111,182595,-100,450,-250,-10440,90,-10,-2480,
1760,11,0,84,183662,-400,-60,-420,-10250,90,-20,-2590,
1770,11,0,96,184677,-100,260,-100,-7960,90,-20,-2690,
1780,11,0,92,185661,-100,-1060,60,-7610,80,-20,-2770,
1790,11,0,103,186783,0,-770,-450,-6630,80,-20,-2850,
1800,11,0,94,187690,-100,60,1010,-6390,90,-10,-2920,
1810,11,0,87,188896,-500,30,-190,-6230,90,-10,-2990,
1820,11,0,77,189870,-900,490,-240,-4710,90,-20,-3050,
1830,11,0,99,190771,-600,1330,-320,-2230,90,-10,-3080,
1840,11,2,89,191714,-100,-530,310,-2030,90,-10,-3100,
1850,11,0,91,192553,-100,-700,430,-1860,80,-10,-3120,
1860,11,0,82,193449,-100,-1310,100,-650,70,-10,-3130,
1870,11,2,114,194491,100,-170,-640,-760,60,-10,-3140,
1880,11,0,107,195688,500,340,900,-530,70,-10,-3150,
1890,11,0,84,196479,500,1770,-550,-2540,80,-10,-3170,
1900,11,0,112,197979,400,3260,620,-2320,100,-10,-3190,
1910,11,0,101,199128,200,90,-550,-3410,90,-10,-3230,
1920,11,0,97,200248,100,440,320,-3820,90,-10,-3270,
1930,11,0,102,201370,0,1090,400,-3580,100,-10,-3320,
1940,11,0,105,202336,400,80,220,-4000,90,0,-3360,
1950,11,0,107,203406,0,-830,-30,-4910,90,-10,-3410,
1960,11,0,105,204427,100,-890,-80,-5530,90,-10,-3470,
1970,11,0,103,205452,0,-400,50,-5370,90,-10,-3530,
1980,11,0,109,206489,-100,160,190,-4740,90,-10,-3590,
1990,11,0,107,207551,-100,390,-40,-4410,90,-10,-3640,
2000,11,0,110,208903,-300,240,420,-3860,90,-10,-3680,
2010,11,0,112,209983,-400,270,150,-2780,90,-10,-3720,
2020,11,0,107,211088,-100,-430,320,-1680,90,-10,-3740,
2030,11,0,111,212176,-100,-220,390,-1460,90,-10,-3760,
2040,11,0,106,213303,0,-220,60,-1730,90,-10,-3780,
2050,11,0,106,214499,0,540,-220,-1520,100,-10,-3800,
2060,11,0,117,215618,100,1010,-50,-1350,100,-10,-3810,
2070,11,0,111,216902,-100,250,-300,-1340,100,-10,-3830,
2080,11,0,102,218098,0,-270,220,-1500,100,-10,-3840,
2090,11,0,106,219642,0,470,230,-1210,90,-10,-3860,
2100,11,0,112,220763,100,-360,250,-660,90,-10,-3870,
2110,11,0,117,221890,-100,-420,-130,-1040,90,-10,-3880,
2120,11,0,112,223019,0,190,340,-970,90,-10,-3890,
2130,11,0,118,224171,-100,-40,40,-1000,90,-10,-3900,
2140,11,0,109,225322,-100,-470,330,-890,90,-10,-3910,
2150,11,0,123,226499,-100,-230,-270,-870,90,-10,-3920,
2160,11,0,113,227665,-100,580,360,-250,90,-10,-3930,
2170,11,2,122,228868,100,70,-280,-170,90,-10,-3930,
2180,11,0,121,230153,-100,280,-370,10,90,-10,-3930,
2190,11,0,101,231750,-100,360,60,140,100,-10,-3930,
2200,11,0,120,233113,-100,870,-260,350,110,-10,-3920,
2210,11,0,113,234364,100,400,-260,0,110,-20,-3920,
2220,11,0,124,235516,0,-200,-160,0,110,-20,-3920,
2230,11,0,126,236666,100,610,80,-260,110,-10,-3920,
2240,11,0,124,237818,0,-30,-40,-370,100,-10,-3920,
2250,11,0,129,238984,100,-720,-310,-380,100,-10,-3930,
2260,11,0,118,240141,0,280,-100,-600,100,-10,-3930,
2270,11,0,124,241315,0,380,130,-230,100,-10,-3940,
2280,11,0,116,242951,-100,-470,-100,-920,100,-10,-3950,
2290,11,0,119,244136,-100,400,10,-550,100,-10,-3950,
2300,11,0,118,245324,-100,610,-50,-80,100,-10,-3950,
2310,11,0,119,246528,-100,480,-60,540,100,-10,-3950,
2320,11,0,124,247750,-100,350,230,680,100,-10,-3940,
2330,11,0,123,248971,0,280,-70,780,110,-10,-3930,
2340,11,0,120,250359,0,1120,-240,450,120,-10,-3930,
2350,11,0,114,251640,100,-420,250,450,110,-10,-3920,
2360,11,0,116,253004,100,470,-50,160,110,-20,-3920,
2370,11,0,120,254349,0,820,40,-190,110,-10,-3920,
2380,11,0,114,255826,100,480,-330,-470,120,-20,-3930,
2390,11,0,111,257052,0,750,-350,-380,120,-20,-3930,
2400,11,0,114,258289,0,660,-110,-510,120,-20,-3930,
2410,11,0,114,259437,-100,-610,230,-470,120,-10,-3940,
2420,11,0,117,260597,-100,-30,170,-290,120,-10,-3940,
2430,11,0,112,261767,-100,430,-130,-70,120,-10,-3940,
2440,11,0,118,263031,-100,590,-230,130,120,-10,-3940,
2450,11,0,118,264224,-100,-410,-10,290,120,-10,-3940,
2460,11,0,116,265478,-100,-200,-80,690,120,-10,-3930,
2470,11,0,118,267182,100,710,-330,290,130,-10,-3930,
2480,11,0,116,268445,100,-160,0,180,130,-10,-3930,
2490,11,0,127,269602,0,-100,120,-100,120,-20,-3930,
2500,11,0,112,270746,0,-610,580,280,110,-10,-3930,
2510,11,0,120,271916,0,70,-30,90,110,-10,-3930,
2520,11,0,121,273084,100,-260,350,-100,110,-10,-3920,
2530,11,0,117,274267,-100,-540,10,-100,110,-10,-3930,
2540,11,0,113,275447,0,240,150,50,110,-10,-3930,
2550,11,0,124,276644,100,-160,-90,-370,110,-10,-3930,
2560,11,0,118,277832,0,-220,-30,-100,110,-10,-3930,
2570,11,0,116,279400,-100,-90,130,-160,100,-10,-3930,
2580,11,1,124,280617,-100,140,220,-50,110,-10,-3930,
2590,11,0,124,281934,-100,870,-140,-180,110,-10,-3930,
2600,11,0,122,283157,-100,220,210,-320,110,-10,-3930,
2610,11,0,118,284469,0,80,-60,150,110,-10,-3930,
2620,11,0,116,285774,0,-280,260,-220,110,-10,-3930,
2630,11,0,123,286983,-100,0,-150,90,110,-10,-3930,
2640,11,0,114,288184,0,-380,90,270,110,-10,-3930,
2650,11,0,123,289579,100,-260,-330,-180,110,-10,-3940,
2660,11,0,120,290987,900,200,160,-810,110,-10,-3940,
2670,11,0,116,291978,1200,460,-420,-2020,110,-10,-3960,
2680,11,2,109,293081,1800,-580,30,-5490,110,-10,-4020,
2690,11,0,80,293914,2000,580,-540,-7420,110,-10,-4100,
2700,11,0,76,294594,2100,1450,10,-8580,120,-10,-4190,
2710,11,0,55,295259,2000,-820,-500,-10020,120,-10,-4300,
2720,11,0,72,295879,2000,100,-260,-11140,120,-20,-4420,
2730,11,0,72,296657,600,90,20,-13690,110,-20,-4570,
2740,11,0,56,297499,-1000,150,-250,-13450,110,-20,-4720,
2750,11,0,19,298136,-2700,2060,-50,-10730,120,-20,-4850,
2760,11,0,40,298645,-4100,-890,170,-8970,110,-20,-4960,
2770,11,0,27,298977,-5200,-770,-60,-8630,110,-20,-5060,
2780,11,0,23,299231,-6600,380,570,-7700,110,-20,-5140,
2790,11,0,20,299413,-6600,1240,-110,-7260,120,-20,-5230,
2800,11,0,16,299607,-6600,-680,-310,-7160,120,-20,-5310,
2810,11,0,20,299783,-6600,-360,-410,-6650,110,-30,-5380,
2820,11,0,19,299989,-6600,-810,40,-5950,100,-30,-5450,
2830,11,3,21,300201,-6600,30,-120,-5390,110,-30,-5510,
2840,11,0,21,300407,-6600,720,-310,-4410,110,-30,-5570,
2850,11,0,21,300721,-6600,500,-110,-4450,120,-30,-5620,
2860,11,0,24,300978,-6600,-740,260,-4080,110,-30,-5660,
2870,11,0,26,301243,-6600,-110,-160,-2920,110,-30,-5700,
2880,11,0,31,301518,-6600,1160,-220,-2670,120,-30,-5730,
2890,11,0,32,301799,-6600,930,70,-2150,120,-30,-5760,
2900,11,1,30,302101,-6600,-520,80,-2330,120,-30,-5780,
2910,11,0,34,302411,-6600,-920,120,-1820,110,-30,-5800,
2920,11,0,26,302752,-6600,90,40,-1390,110,-30,-5820,
2930,11,0,26,303064,-6600,740,-40,-1340,110,-30,-5830,
2940,11,0,49,303569,-1600,-120,-20,-980,110,-30,-5850,
2950,11,0,56,304075,-1600,-460,-160,-780,100,-30,-5860,
2960,11,1,52,304679,-6600,-410,60,-620,100,-30,-5860,
2970,11,0,52,305154,-6600,-10,80,-630,100,-30,-5870,
2980,11,0,49,305678,-6600,1870,360,-590,110,-30,-5880,
2990,11,0,46,306194,-6600,1450,-140,-560,120,-30,-5880,
3000,11,0,43,306681,-6600,-330,0,-780,120,-30,-5890,
3010,11,1,52,307214,-6600,-510,290,-470,110,-30,-5900,
3020,11,0,44,307726,-6600,130,0,-490,120,-30,-5900,
3030,11,0,43,308323,6500,660,120,-590,120,-30,-5910,
3040,11,0,33,308775,6500,340,-200,-340,130,-30,-5910,
3050,11,0,44,309185,6500,-800,20,-380,120,-30,-5920,
3060,11,0,29,309582,6500,30,220,-300,120,-30,-5920,
3070,11,0,40,309985,6500,610,100,-170,120,-30,-5920,
3080,11,0,28,310375,6500,770,-290,0,120,-30,-5920,
3090,11,0,39,310779,5300,260,-40,-360,120,-30,-5930,
3100,11,0,38,311181,5200,-510,30,-120,120,-30,-5930,
3110,11,0,33,311579,5000,-80,-50,-40,110,-30,-5930,
3120,11,0,34,312044,4900,600,-120,-160,120,-30,-5930,
3130,11,0,39,312405,4300,390,140,-90,120,-30,-5930,
3140,11,0,39,312769,4300,80,50,110,120,-30,-5930,
3150,11,0,38,313134,-2600,80,10,2820,120,-30,-5900,
3160,11,0,47,313558,-2700,-80,70,5220,120,-30,-5850,
3170,11,0,34,314002,-2600,-180,40,6570,120,-30,-5780,
3180,11,0,31,314334,-1500,-100,300,8240,120,-30,-5690,
3190,11,0,34,314933,-6600,-610,60,8280,110,-30,-5600,
3200,11,0,33,315305,-6600,-200,430,6980,120,-20,-5520,
3210,11,0,33,315701,-6600,930,350,6290,120,-20,-5450,
3220,11,0,38,316204,-6600,290,-60,6150,130,-20,-5380,
3230,11,0,44,316610,-2800,-40,0,5620,120,-20,-5310,
3240,11,0,30,316979,-500,-50,80,7650,120,-20,-5230,
3250,11,0,49,317521,1600,-530,20,7750,120,-20,-5140,
3260,11,0,50,318023,-5300,-420,80,5780,120,-20,-5070,
3270,11,0,40,318371,4300,460,-250,4150,120,-20,-5030,
3280,11,0,43,318766,-5300,920,70,4420,130,-20,-4980,
3290,11,0,44,319205,-6600,-430,60,4240,130,-20,-4930,
3300,11,0,32,319615,-5400,60,100,3610,130,-10,-4890,
3310,11,0,30,320105,-5300,190,230,3130,130,-10,-4850,
3320,11,0,24,320449,-5400,-270,-120,2910,120,-10,-4820,
3330,11,0,26,320804,-5300,-340,-40,2740,120,-10,-4780,
3340,11,0,35,321162,-5100,140,-10,2390,120,-10,-4760,
3350,11,0,41,321514,-4900,230,120,2240,120,-10,-4730,
3360,101,1,37,321862,-4800,200,40,2030,120,-10,-4710,
3370,101,0,32,322200,-4500,-700,70,1710,120,-10,-4690,
3380,101,0,25,322510,-4500,0,-10,730,120,-10,-4680,
3390,101,0,26,322813,3800,580,-370,360,130,-10,-4670,
3400,101,0,23,323116,3800,130,-220,390,130,-10,-4670,
3410,101,0,28,323492,-3800,-180,10,120,130,-10,-4670,
3420,101,0,26,323769,-3800,-140,-80,390,130,-10,-4660,
3430,101,0,32,324050,-2800,-90,-110,1140,130,-10,-4650,
3440,101,0,31,324331,-2600,-100,-150,3350,120,-10,-4620,
3450,101,0,26,324665,-500,40,60,5700,120,-10,-4570,
3460,101,0,21,324935,1100,230,-70,5890,120,-10,-4500,
3470,101,0,18,325187,1800,350,0,2010,120,-10,-4460,
3480,101,0,27,325439,2000,400,-50,-1600,130,-10,-4470,
3490,101,0,24,325699,1300,-70,-100,-4310,130,-10,-4510,
3500,101,0,26,326052,-100,-330,-100,-7220,120,-20,-4590,
3510,101,1,21,326267,-900,-110,70,-5100,120,-20,-4650,
3520,101,0,16,326440,-1000,-190,40,-1750,120,-20,-4680,
3530,101,0,25,326652,-900,440,30,1430,120,-20,-4680,
3540,101,0,17,326856,-100,260,90,3120,130,-20,-4640,
3550,101,0,17,327080,100,-160,-70,1390,120,-20,-4620,
3560,101,0,24,327311,400,30,70,-100,120,-20,-4610,
3570,101,0,16,327541,0,220,-40,-1710,130,-20,-4630,
3580,101,0,18,327776,0,160,30,-1670,130,-20,-4650,
3590,101,0,18,328043,-200,40,-20,-1210,130,-20,-4660,
3600,101,0,18,328251,-200,-70,-180,-70,130,-20,-4670,
3610,101,0,23,328459,-100,-240,20,680,130,-20,-4660,
3620,101,0,16,328669,-100,-180,-40,750,120,-20,-4650,
3630,101,0,18,328885,0,-160,-20,550,120,-20,-4650,
3640,101,0,22,329099,0,130,0,390,130,-20,-4640,
3650,101,0,17,329304,0,150,50,250,130,-20,-4640,
3660,101,0,21,329520,0,260,-300,50,130,-20,-4640,
3670,101,0,20,329735,0,-220,90,-110,130,-20,-4640,
3680,101,1,19,329959,-100,-380,110,70,130,-20,-4640,
3690,101,0,21,330259,-100,30,90,1020,130,-20,-4630,
3700,101,0,18,330487,-100,-230,170,1250,120,-20,-4620,
3710,101,0,20,330723,-100,-80,30,1070,120,-20,-4600,
3720,101,0,27,330988,-100,30,100,970,120,-20,-4590,
3730,101,0,17,331227,-100,120,-10,880,120,-20,-4580,
3740,101,0,28,331487,-100,680,230,690,130,-20,-4570,
3750,101,0,13,331721,-100,180,-170,630,130,-20,-4570,
3760,101,0,20,331958,-100,-80,-70,750,130,-20,-4560,
3770,101,0,22,332174,-100,-230,150,1170,130,-20,-4550,
3780,101,0,17,332439,-100,570,-30,1320,130,-20,-4530,
3790,101,0,13,332643,-100,120,70,1230,140,-20,-4520,
3800,101,0,18,332860,-100,-350,120,1150,130,-20,-4510,
3810,101,0,12,333072,-100,-210,10,1170,130,-20,-4490,
3820,101,0,18,333301,-100,-70,40,950,130,-20,-4480,
3830,101,0,24,333542,-100,40,-60,1060,140,-20,-4470,
3840,101,0,25,333806,-200,-130,230,1320,140,-10,-4460,
3850,101,0,23,334057,-200,-60,60,1590,140,-10,-4440,
3860,101,0,22,334281,-100,70,30,1570,140,-10,-4420,
3870,101,0,25,334508,-100,40,100,1300,140,-10,-4400,
3880,101,0,20,334776,-200,-220,100,1490,140,-10,-4390,
3890,101,0,21,334982,-200,-90,160,1520,130,-10,-4370,
3900,101,0,24,335193,-200,190,100,1430,130,-10,-4350,
3910,101,0,19,335398,-300,70,-90,1590,140,-10,-4340,
3920,101,0,22,335612,-400,-150,20,1940,140,-10,-4320,
3930,101,0,21,335826,-400,-200,120,2090,130,-10,-4290,
3940,101,0,23,336048,-300,-20,30,2020,130,-10,-4270,
3950,101,0,15,336262,-300,140,-10,1900,130,-10,-4250,
3960,101,0,24,336497,-400,-120,110,1690,130,-10,-4230,
3970,101,0,24,336795,-400,110,90,1610,130,-10,-4210,
3980,101,0,22,337022,-500,40,40,2010,130,-10,-4190,
3990,101,0,22,337255,-500,50,60,2290,130,-10,-4160,
4000,101,0,25,337492,-500,-110,80,2490,130,0,-4140,
4010,101,0,29,337764,-500,-100,-20,2500,130,0,-4110,
4020,101,0,27,338022,-500,70,-30,2460,130,0,-4080,
4030,101,0,20,338250,-500,150,70,2310,130,0,-4050,
4040,101,0,20,338459,-500,-160,30,2410,130,0,-4030,
4050,101,0,24,338678,-500,-130,120,2440,130,0,-4000,
4060,101,0,21,338888,-500,0,70,2280,130,0,-3970,
4070,101,0,22,339172,-500,100,140,2310,130,0,-3950,
4080,101,0,22,339396,-500,-90,150,2560,130,0,-3920,
4090,101,0,23,339621,-500,-60,50,2640,130,0,-3890,
4100,101,0,25,339857,-500,180,130,2830,130,0,-3860,
4110,101,0,25,340110,-500,-30,20,3110,130,0,-3820,
4120,101,0,22,340372,-500,100,100,3620,130,0,-3790,
4130,101,0,24,340618,-500,200,140,3490,130,0,-3740,
4140,101,0,20,340846,-500,-110,190,3460,130,0,-3710,
4150,101,0,22,341058,-500,-220,40,3310,130,0,-3670,
4160,101,0,18,341317,-500,80,60,2680,130,0,-3640,
4170,101,0,17,341521,-500,220,70,2750,130,0,-3600,
4180,101,0,22,341740,-500,-90,170,2910,130,0,-3570,
4190,101,0,23,341961,-500,-10,40,2930,130,0,-3540,
4200,101,0,21,342181,-500,10,180,2970,130,0,-3510,
4210,101,0,26,342403,-500,-60,-20,2900,130,0,-3470,
4220,101,0,21,342621,-500,-70,200,2660,130,0,-3440,
4230,101,0,21,342840,-400,190,-40,2340,130,0,-3420,
4240,101,0,24,343063,-400,40,130,2300,130,0,-3390,
4250,101,0,21,343290,-300,60,-80,2240,130,0,-3360,
4260,101,0,18,343586,-200,-100,-30,2080,130,0,-3340,
4270,101,0,17,343849,-100,90,10,1700,130,0,-3320,
4280,101,0,16,344111,-100,310,30,1510,130,10,-3300,
