cntlog,patternTrace,checkMarker,encCurrentN,encTotalN,angleSensor,gyroVal_X,gyroVal_Y,gyroVal_Z,angle_X,angle_Y,angle_Z,
8,0,0,0,-1,-6600,-10,-10,-10,0,0,10,
18,0,0,0,-1,-6600,10,-10,20,0,0,10,
28,0,0,0,-1,-6600,30,20,-60,0,0,10,
38,0,0,0,-1,-6600,20,10,0,0,0,10,
48,0,0,0,-1,-6600,20,10,-30,0,0,10,
58,0,0,0,-1,-6600,-20,0,20,0,0,10,
68,0,0,0,-1,-6600,0,-20,30,0,0,10,
78,0,0,0,-1,-6600,90,-10,0,0,0,10,
88,0,0,0,-1,-6600,-30,-50,0,0,0,10,
98,0,0,0,-1,-6600,0,-10,-20,0,0,10,
108,0,0,0,-1,-6600,-50,-10,-40,0,0,10,
118,0,0,0,-1,-6600,-80,-30,50,0,0,10,
128,0,0,0,-1,-6600,40,40,-30,0,0,10,
138,0,0,0,-1,-6600,-10,30,30,0,0,10,
148,0,0,0,-1,-6600,0,20,-10,0,0,10,
158,0,0,0,-1,-6600,20,0,-30,0,0,10,
168,0,0,0,-1,-6600,-20,-10,-60,0,0,10,
178,0,0,0,-1,-6600,20,10,30,0,0,10,
188,0,0,0,-1,-6600,50,-10,-50,0,0,10,
198,0,0,0,-1,-6600,30,-70,-10,0,0,10,
208,0,0,0,-1,-6600,30,20,-10,0,0,10,
218,0,0,0,-1,-6600,0,30,40,0,0,10,
228,0,0,0,-1,-6600,0,-10,-20,0,0,10,
238,0,0,0,-1,-6600,30,-60,-40,0,0,10,
248,0,0,0,-1,-6600,0,-40,-50,0,0,10,
258,0,0,0,-1,-6600,0,60,10,0,0,10,
268,0,0,0,-1,-6600,90,-10,0,0,0,10,
278,0,0,0,-1,-6600,40,-30,50,0,0,10,
288,0,0,0,-1,-6600,20,0,-20,0,0,10,
298,0,0,0,-1,-6600,20,-40,0,0,0,10,
308,0,0,0,-1,-6600,-10,40,0,0,0,10,
318,0,0,0,-1,-6600,-40,50,30,0,0,10,
328,0,0,0,-1,-6600,0,10,-40,0,0,10,
338,0,0,0,-1,-6600,30,10,30,0,0,10,
348,0,0,0,-1,-6600,70,30,0,0,0,10,
358,0,0,0,-1,-6600,0,-30,0,0,0,10,
368,0,0,0,-1,-6600,-20,10,60,0,0,10,
378,0,0,0,-1,-6600,40,30,-20,0,0,10,
388,0,0,0,-1,-6600,-20,-30,-10,0,0,10,
398,0,0,0,-1,-6600,70,30,10,0,0,10,
408,0,0,0,-1,-6600,10,-10,-30,0,0,10,
418,0,0,0,-1,-6600,0,0,-30,0,0,10,
428,0,0,0,-1,-6600,30,0,-50,0,0,10,
438,0,0,0,-1,-6600,30,30,-30,0,0,10,
448,0,0,0,-1,-6600,-10,0,30,0,0,10,
458,0,0,0,-1,-6600,40,10,-40,0,0,10,
468,0,0,0,-1,-6600,60,-10,-50,0,0,10,
478,0,0,0,-1,-6600,20,-10,-20,0,0,10,
488,0,0,0,-1,-6600,10,40,-40,0,0,10,
498,0,0,0,-1,-6600,30,-10,-70,0,0,10,
508,0,0,0,-1,-6600,-20,20,-20,0,0,10,
518,0,0,0,-1,-6600,-10,0,20,0,0,10,
528,0,0,0,-1,-6600,-20,-20,90,0,0,10,
538,0,0,0,-1,-6600,-50,-20,50,0,0,10,
548,0,0,0,-1,-6600,-20,-20,10,0,0,10,
558,0,0,0,-1,-6600,10,0,-70,0,0,10,
568,0,0,0,-1,-6600,-10,-70,90,0,0,10,
578,0,0,0,-1,-6600,0,-60,80,0,0,10,
588,0,0,0,-1,-6600,-80,-20,10,0,0,10,
598,0,0,0,-1,-6600,40,10,0,0,0,10,
608,0,0,0,-1,-6600,0,0,0,0,0,10,
618,0,0,0,-1,-6600,-20,-10,0,0,0,10,
628,0,0,0,-1,-6600,0,0,-10,0,0,10,
638,0,0,0,-1,-6600,-10,-30,-10,0,0,10,
648,0,0,0,-1,-6600,-20,30,20,0,0,10,
658,0,0,0,-1,-6600,0,20,-10,0,0,10,
668,0,0,0,-1,-6600,-20,30,0,0,0,10,
678,0,0,0,-1,-6600,20,20,0,0,0,10,
688,0,0,0,-1,-6600,40,60,-60,0,0,10,
698,0,0,0,-1,-6600,0,30,-60,0,0,10,
708,0,0,0,-1,-6600,20,-10,-40,0,0,10,
718,0,0,0,-1,-6600,-10,0,80,0,0,10,
728,0,0,0,-1,-6600,-20,20,10,0,0,10,
738,0,0,0,-1,-6600,-10,20,0,0,0,10,
748,0,0,0,-1,-6600,-50,20,0,0,0,10,
758,0,0,0,-1,-6600,-20,-20,0,0,0,10,
768,0,0,0,-1,-6600,-10,0,0,0,0,10,
778,0,0,0,-1,-6600,-10,-60,80,0,0,10,
788,0,0,0,-1,-6600,40,30,30,0,0,10,
798,0,0,0,-1,-6600,0,-50,-60,0,0,10,
808,0,0,0,-1,-6600,40,20,20,0,0,10,
818,0,0,0,-1,-6600,30,20,-100,0,0,10,
828,0,0,0,-1,-6600,0,-80,-70,0,0,10,
838,0,0,0,-1,-6600,20,0,-80,0,0,10,
848,0,0,0,-1,-6600,-10,-30,-140,0,0,10,
858,0,0,0,-1,-6600,0,0,-140,0,0,10,
868,0,0,0,-1,-6600,0,30,-120,0,0,10,
878,0,0,0,-1,-6600,0,20,0,0,0,0,
888,0,0,0,-1,-6600,20,0,-30,0,0,0,
898,0,0,0,-1,-6600,10,-40,-90,0,0,0,
908,0,0,0,-1,-6600,20,60,0,0,0,0,
918,0,0,0,-1,-6600,60,-20,-40,0,0,0,
928,0,0,0,-1,-6600,-30,-20,10,0,0,0,
938,0,0,0,-1,-6600,-20,0,80,0,0,0,
948,0,0,0,-1,-6600,-30,10,10,0,0,0,
958,0,0,0,-1,-6600,0,-70,20,0,0,0,
968,0,0,0,-1,-6600,-20,-40,-40,0,0,0,
978,0,0,0,-1,-6600,-70,-70,60,0,0,0,
988,0,0,0,-1,-6600,-40,10,-60,0,0,0,
998,0,0,0,-1,-6600,30,-30,-20,0,0,0,
1008,0,0,0,-1,-4900,40,-30,-50,0,0,0,
1018,0,0,0,-1,-6600,60,-70,40,0,0,0,
1028,0,0,0,-1,-6600,20,-40,50,0,0,0,
1038,0,0,0,-1,-6600,20,-10,50,0,0,0,
1048,0,0,0,-1,-6600,0,-20,20,0,0,10,
1058,0,0,0,-1,-6600,0,-40,-30,0,0,0,
1068,0,0,0,-1,-6600,-40,-30,50,0,0,10,
1078,0,0,0,-1,-6600,-90,20,80,0,0,10,
1088,0,0,0,-1,-6600,-10,20,-90,0,0,0,
1098,0,0,0,-1,-6600,20,10,0,0,0,0,
1108,0,0,0,-1,-6600,-10,20,-40,0,0,0,
1118,0,0,0,-1,-6600,-10,-10,-50,0,0,0,
